Server Name,Feed Name,Session Name,Channel,Customer,Multicast Group,Switch IP,Interface
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Futures, 310",A,Actant Intelligent Trading,224.0.31.1,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",A,Actant Intelligent Trading,224.0.31.10,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",A,Actant Intelligent Trading,224.0.31.130,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",A,Actant Intelligent Trading,224.0.31.131,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"COMEX Globex Futures, 360",A,Actant Intelligent Trading,224.0.31.192,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"COMEX Globex Options, 361",A,Actant Intelligent Trading,224.0.31.193,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Options, 311",A,Actant Intelligent Trading,224.0.31.2,10.64.254.1,Et15
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CME Globex Interest Rate Futures, 312",A,Actant Intelligent Trading,224.0.31.3,10.64.254.2,Et19
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CME Globex Interest Rate Options, 313",A,Actant Intelligent Trading,224.0.31.4,10.64.254.2,Et19
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CBOT Globex Commodity Futures, 340",A,Actant Intelligent Trading,224.0.31.64,10.64.254.1,Et16
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CBOT Globex Commodity Options, 341",A,Actant Intelligent Trading,224.0.31.65,10.64.254.1,Et16
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CBOT Globex Interest Rate Futures, 344",A,Actant Intelligent Trading,224.0.31.68,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CBOT Globex Interest Rate Options, 345",A,Actant Intelligent Trading,224.0.31.69,10.64.254.1,Et15
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CBOT Globex Interest Rate Options, 345",A,Actant Intelligent Trading,224.0.31.69,10.64.254.2,Et19
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CME Globex Commodity Futures, 316",A,Actant Intelligent Trading,224.0.31.7,10.64.254.1,Et16
ACTANT-DC3-ACT-2-SF1,cme_globex30,"CME Globex Commodity Futures, 316",A,Actant Intelligent Trading,224.0.31.7,10.64.254.1,Et17
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CBOT Globex Commodity Futures II, 346",A,Actant Intelligent Trading,224.0.31.70,10.64.254.1,Et16
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CBOT Globex Interest Rate Futures II, 348",A,Actant Intelligent Trading,224.0.31.71,10.64.254.2,Et19
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CME Globex Commodity Options, 317",A,Actant Intelligent Trading,224.0.31.8,10.64.254.1,Et16
ACTANT-DC3-ACT-2-SF1,cme_globex30,"CME Globex Commodity Options, 317",A,Actant Intelligent Trading,224.0.31.8,10.64.254.1,Et17
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,Actant Intelligent Trading,224.0.31.9,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CBOT Globex Interest Rate Options, 345",A,Actant Intelligent Trading,224.0.31.90,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Futures, 310",B,Actant Intelligent Trading,224.0.32.1,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",B,Actant Intelligent Trading,224.0.32.10,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",B,Actant Intelligent Trading,224.0.32.130,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",B,Actant Intelligent Trading,224.0.32.131,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"COMEX Globex Futures, 360",B,Actant Intelligent Trading,224.0.32.192,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"COMEX Globex Options, 361",B,Actant Intelligent Trading,224.0.32.193,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Options, 311",B,Actant Intelligent Trading,224.0.32.2,10.64.254.1,Et15
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CME Globex Interest Rate Futures, 312",B,Actant Intelligent Trading,224.0.32.3,10.64.254.2,Et19
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CME Globex Interest Rate Options, 313",B,Actant Intelligent Trading,224.0.32.4,10.64.254.2,Et19
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CBOT Globex Commodity Futures, 340",B,Actant Intelligent Trading,224.0.32.64,10.64.254.1,Et16
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CBOT Globex Commodity Options, 341",B,Actant Intelligent Trading,224.0.32.65,10.64.254.1,Et16
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CBOT Globex Interest Rate Futures, 344",B,Actant Intelligent Trading,224.0.32.68,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CBOT Globex Interest Rate Options, 345",B,Actant Intelligent Trading,224.0.32.69,10.64.254.1,Et15
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CBOT Globex Interest Rate Options, 345",B,Actant Intelligent Trading,224.0.32.69,10.64.254.2,Et19
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CME Globex Commodity Futures, 316",B,Actant Intelligent Trading,224.0.32.7,10.64.254.1,Et16
ACTANT-DC3-ACT-2-SF1,cme_globex30,"CME Globex Commodity Futures, 316",B,Actant Intelligent Trading,224.0.32.7,10.64.254.1,Et17
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CBOT Globex Commodity Futures II, 346",B,Actant Intelligent Trading,224.0.32.70,10.64.254.1,Et16
ACTANT-DC3-ACT-1-SF2,cme_globex30,"CBOT Globex Interest Rate Futures II, 348",B,Actant Intelligent Trading,224.0.32.71,10.64.254.2,Et19
ACTANT-DC3-ACT-3-SF1,cme_globex30,"CME Globex Commodity Options, 317",B,Actant Intelligent Trading,224.0.32.8,10.64.254.1,Et16
ACTANT-DC3-ACT-2-SF1,cme_globex30,"CME Globex Commodity Options, 317",B,Actant Intelligent Trading,224.0.32.8,10.64.254.1,Et17
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",B,Actant Intelligent Trading,224.0.32.9,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF1,cme_globex30,"CBOT Globex Interest Rate Options, 345",B,Actant Intelligent Trading,224.0.32.90,10.64.254.1,Et15
ACTANT-DC3-ACT-4-SF2,cboe_csm_standard,Line 7,B,Actant Intelligent Trading,233.103.126.198,10.64.254.2,Et15
ACTANT-DC3-ACT-4-SF2,cboe_csm_strategy,Line 1,B,Actant Intelligent Trading,233.103.126.208,10.64.254.2,Et15
ACTANT-DC3-ACT-4-SF2,cboe_csm_standard,Line 7,A,Actant Intelligent Trading,233.103.126.70,10.64.254.2,Et15
ACTANT-DC3-ACT-4-SF2,cboe_csm_strategy,Line 1,A,Actant Intelligent Trading,233.103.126.80,10.64.254.2,Et15
BUDO-DC3-TT-1-SF2,cme_globex30,"CME Globex Equity Futures, 310",B,"Budo Group, LLC",224.0.32.1,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CME Globex FX Futures II, 320",B,"Budo Group, LLC",224.0.32.11,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",B,"Budo Group, LLC",224.0.32.130,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",B,"Budo Group, LLC",224.0.32.134,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"COMEX Globex Futures, 360",B,"Budo Group, LLC",224.0.32.192,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CME Globex Interest Rate Futures, 312",B,"Budo Group, LLC",224.0.32.3,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CME Globex FX Futures, 314",B,"Budo Group, LLC",224.0.32.5,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CBOT Globex Commodity Futures, 340",B,"Budo Group, LLC",224.0.32.64,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CBOT Globex Interest Rate Futures, 344",B,"Budo Group, LLC",224.0.32.68,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CME Globex Commodity Futures, 316",B,"Budo Group, LLC",224.0.32.7,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CBOT Globex Commodity Futures II, 346",B,"Budo Group, LLC",224.0.32.70,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CBOT Globex Interest Rate Futures II, 348",B,"Budo Group, LLC",224.0.32.71,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",B,"Budo Group, LLC",224.0.32.9,10.64.254.2,Et14
BUDO-DC3-TT-1-SF2,cme_globex30,"DME Globex Futures, 440",B,"Budo Group, LLC",224.0.34.80,10.64.254.2,Et14
CC-SEC2-PROD-1,not-found,not-found,not-found,C&C,239.192.99.9,10.10.129.2,Et17
CC-SEC2-PROD-1,not-found,CNC-internal-multicast-groups,not-found,C&C,239.31.7.30,10.10.129.2,Et17
CC-SEC2-PROD-2,not-found,CNC-internal-multicast-groups,not-found,C&C,239.31.7.30,10.10.129.2,Et18
ELK-DC3-PROD-1-p1p1,cme_globex30,"CME Globex Equity Futures, 310",A,ELK,224.0.31.1,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",A,ELK,224.0.31.130,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",A,ELK,224.0.31.134,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"COMEX Globex Futures, 360",A,ELK,224.0.31.192,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"COMEX Globex Options, 361",A,ELK,224.0.31.193,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"CBOT Globex Commodity Futures, 340",A,ELK,224.0.31.64,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"CBOT Globex Equity Index Futures, 342",A,ELK,224.0.31.66,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"CBOT Globex Commodity Futures II, 346",A,ELK,224.0.31.70,10.64.254.2,Et47
ELK-DC3-PROD-1-p1p1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,ELK,224.0.31.9,10.64.254.2,Et47
GS-NY5-PROD-2-Port1,not-found,not-found,not-found,Geneva Securities,239.255.255.250,10.10.129.1,Et7
KOT-DC3-ACT-1-SF1,not-found,not-found,not-found,Kottke Associates,233.58.54.255,10.64.254.1,Et21
KOT-DC3-ACT-1-SF2,not-found,not-found,not-found,Kottke Associates,233.58.54.255,10.64.254.2,Et21
MS-NY4-CAP-2-eth9,not-found,not-found,not-found,MayStreet LLC,224.0.1.129,10.75.128.9,Et27
SM-NY4-LAE-9-eth1,bats_options,Session 1,A,"Sumo Capital, LLC",224.0.131.0,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 5,A,"Sumo Capital, LLC",224.0.131.1,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 1,A,"Sumo Capital, LLC",224.0.131.16,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 5,A,"Sumo Capital, LLC",224.0.131.17,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 9,A,"Sumo Capital, LLC",224.0.131.18,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 13,A,"Sumo Capital, LLC",224.0.131.19,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 9,A,"Sumo Capital, LLC",224.0.131.2,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 17,A,"Sumo Capital, LLC",224.0.131.20,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 21,A,"Sumo Capital, LLC",224.0.131.21,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 13,A,"Sumo Capital, LLC",224.0.131.3,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 17,A,"Sumo Capital, LLC",224.0.131.4,10.10.128.3,Et10
SM-NY4-LAE-9-eth1,bats_options,Session 21,A,"Sumo Capital, LLC",224.0.131.5,10.10.128.3,Et10
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 1,A,"Sumo Capital, LLC",224.0.131.64,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 5,A,"Sumo Capital, LLC",224.0.131.65,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 9,A,"Sumo Capital, LLC",224.0.131.66,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 13,A,"Sumo Capital, LLC",224.0.131.67,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 17,A,"Sumo Capital, LLC",224.0.131.68,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 21,A,"Sumo Capital, LLC",224.0.131.69,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 1,A,"Sumo Capital, LLC",224.0.131.80,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 5,A,"Sumo Capital, LLC",224.0.131.81,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 9,A,"Sumo Capital, LLC",224.0.131.82,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 13,A,"Sumo Capital, LLC",224.0.131.83,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 16,A,"Sumo Capital, LLC",224.0.131.84,10.10.128.3,Et14
SM-NY4-LAE-5-eth1,bats_edgx_options,Session 21,A,"Sumo Capital, LLC",224.0.131.85,10.10.128.3,Et14
SUMO-DC3-LUK-1,cme_globex30,"CME Globex Equity Futures, 310",A,"Sumo Capital, LLC",224.0.31.1,10.64.254.1,Et39
SM-DC3-JD-1-p1p2,cme_globex30,"CME Globex Equity Futures, 310",A,"Sumo Capital, LLC",224.0.31.1,10.64.254.1,Et46
SUMO-DC3-LUK-1,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",A,"Sumo Capital, LLC",224.0.31.10,10.64.254.1,Et39
SM-DC3-JD-1-p1p2,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",A,"Sumo Capital, LLC",224.0.31.10,10.64.254.1,Et46
SUMO-DC3-LUK-1,cme_globex30,"CME Globex Equity Options, 311",A,"Sumo Capital, LLC",224.0.31.2,10.64.254.1,Et39
SM-DC3-JD-1-p1p2,cme_globex30,"CME Globex Equity Options, 311",A,"Sumo Capital, LLC",224.0.31.2,10.64.254.1,Et46
SUMO-DC3-LUK-1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,"Sumo Capital, LLC",224.0.31.9,10.64.254.1,Et39
SM-DC3-JD-1-p1p2,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,"Sumo Capital, LLC",224.0.31.9,10.64.254.1,Et46
SM-NY4-LAE-10-eth1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,"Sumo Capital, LLC",224.0.31.9,10.10.128.3,Et4
SM-NY4-LAE-10-eth1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",B,"Sumo Capital, LLC",224.0.32.9,10.10.128.3,Et4
SM-NY4-SBM-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.172,10.75.128.11,Et23
SM-NY5-STE-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.172,10.10.129.2,Et1
SM-NY4-SBM-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.174,10.75.128.11,Et23
SM-NY5-STE-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.174,10.10.129.2,Et1
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 1,B,"Sumo Capital, LLC",233.103.126.192,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 1,B,"Sumo Capital, LLC",233.103.126.192,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 1,B,"Sumo Capital, LLC",233.103.126.192,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 1,B,"Sumo Capital, LLC",233.103.126.192,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 2,B,"Sumo Capital, LLC",233.103.126.193,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 2,B,"Sumo Capital, LLC",233.103.126.193,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 2,B,"Sumo Capital, LLC",233.103.126.193,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 2,B,"Sumo Capital, LLC",233.103.126.193,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 3,B,"Sumo Capital, LLC",233.103.126.194,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 3,B,"Sumo Capital, LLC",233.103.126.194,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 3,B,"Sumo Capital, LLC",233.103.126.194,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 3,B,"Sumo Capital, LLC",233.103.126.194,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 4,B,"Sumo Capital, LLC",233.103.126.195,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 4,B,"Sumo Capital, LLC",233.103.126.195,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 4,B,"Sumo Capital, LLC",233.103.126.195,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 4,B,"Sumo Capital, LLC",233.103.126.195,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 5,B,"Sumo Capital, LLC",233.103.126.196,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 5,B,"Sumo Capital, LLC",233.103.126.196,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 5,B,"Sumo Capital, LLC",233.103.126.196,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 5,B,"Sumo Capital, LLC",233.103.126.196,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 6,B,"Sumo Capital, LLC",233.103.126.197,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 6,B,"Sumo Capital, LLC",233.103.126.197,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 6,B,"Sumo Capital, LLC",233.103.126.197,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 6,B,"Sumo Capital, LLC",233.103.126.197,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 7,B,"Sumo Capital, LLC",233.103.126.198,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 7,B,"Sumo Capital, LLC",233.103.126.198,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 7,B,"Sumo Capital, LLC",233.103.126.198,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 7,B,"Sumo Capital, LLC",233.103.126.198,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 8,B,"Sumo Capital, LLC",233.103.126.199,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 8,B,"Sumo Capital, LLC",233.103.126.199,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 8,B,"Sumo Capital, LLC",233.103.126.199,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 8,B,"Sumo Capital, LLC",233.103.126.199,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 9,B,"Sumo Capital, LLC",233.103.126.200,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 9,B,"Sumo Capital, LLC",233.103.126.200,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 9,B,"Sumo Capital, LLC",233.103.126.200,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 9,B,"Sumo Capital, LLC",233.103.126.200,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 10,B,"Sumo Capital, LLC",233.103.126.201,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 10,B,"Sumo Capital, LLC",233.103.126.201,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 10,B,"Sumo Capital, LLC",233.103.126.201,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 10,B,"Sumo Capital, LLC",233.103.126.201,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_strategy,Line 1,B,"Sumo Capital, LLC",233.103.126.208,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_strategy,Line 1,B,"Sumo Capital, LLC",233.103.126.208,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_strategy,Line 1,B,"Sumo Capital, LLC",233.103.126.208,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_strategy,Line 1,B,"Sumo Capital, LLC",233.103.126.208,10.75.128.11,Et44
SM-NY4-SBM-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.44,10.75.128.11,Et23
SM-NY5-STE-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.44,10.10.129.2,Et1
SM-NY4-SBM-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.46,10.75.128.11,Et23
SM-NY5-STE-1,cboe-csm,not-found,A,"Sumo Capital, LLC",233.103.126.46,10.10.129.2,Et1
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 1,A,"Sumo Capital, LLC",233.103.126.64,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 1,A,"Sumo Capital, LLC",233.103.126.64,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 1,A,"Sumo Capital, LLC",233.103.126.64,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 1,A,"Sumo Capital, LLC",233.103.126.64,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 2,A,"Sumo Capital, LLC",233.103.126.65,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 2,A,"Sumo Capital, LLC",233.103.126.65,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 2,A,"Sumo Capital, LLC",233.103.126.65,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 2,A,"Sumo Capital, LLC",233.103.126.65,10.75.128.11,Et44
SM-DC3-JD-1-p1p2,cboe_csm_standard,Line 3,A,"Sumo Capital, LLC",233.103.126.66,10.64.254.1,Et46
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 3,A,"Sumo Capital, LLC",233.103.126.66,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 3,A,"Sumo Capital, LLC",233.103.126.66,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 3,A,"Sumo Capital, LLC",233.103.126.66,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 3,A,"Sumo Capital, LLC",233.103.126.66,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 4,A,"Sumo Capital, LLC",233.103.126.67,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 4,A,"Sumo Capital, LLC",233.103.126.67,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 4,A,"Sumo Capital, LLC",233.103.126.67,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 4,A,"Sumo Capital, LLC",233.103.126.67,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 5,A,"Sumo Capital, LLC",233.103.126.68,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 5,A,"Sumo Capital, LLC",233.103.126.68,10.10.128.3,Et18
SM-NY4-LAW-1,cboe_csm_standard,Line 5,A,"Sumo Capital, LLC",233.103.126.68,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 5,A,"Sumo Capital, LLC",233.103.126.68,10.75.128.11,Et44
SM-DC3-JD-1-p1p2,cboe_csm_standard,Line 6,A,"Sumo Capital, LLC",233.103.126.69,10.64.254.1,Et46
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 6,A,"Sumo Capital, LLC",233.103.126.69,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 6,A,"Sumo Capital, LLC",233.103.126.69,10.10.128.3,Et18
SUMO-DC3-LUK-1,cboe_csm_standard,Line 6,A,"Sumo Capital, LLC",233.103.126.69,10.64.254.2,Et39
SM-NY4-LAW-1,cboe_csm_standard,Line 6,A,"Sumo Capital, LLC",233.103.126.69,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 6,A,"Sumo Capital, LLC",233.103.126.69,10.75.128.11,Et44
SM-DC3-JD-1-p1p2,cboe_csm_standard,Line 7,A,"Sumo Capital, LLC",233.103.126.70,10.64.254.1,Et46
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 7,A,"Sumo Capital, LLC",233.103.126.70,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 7,A,"Sumo Capital, LLC",233.103.126.70,10.10.128.3,Et18
SUMO-DC3-LUK-1,cboe_csm_standard,Line 7,A,"Sumo Capital, LLC",233.103.126.70,10.64.254.2,Et39
SM-NY4-LAW-1,cboe_csm_standard,Line 7,A,"Sumo Capital, LLC",233.103.126.70,10.75.128.11,Et39
SM-NY4-LAW-2,cboe_csm_standard,Line 7,A,"Sumo Capital, LLC",233.103.126.70,10.75.128.11,Et44
SM-NY4-LAE-10-eth1,cboe_csm_standard,Line 8,A,"Sumo Capital, LLC",233.103.126.71,10.10.128.3,Et4
SM-NY4-LAE-3-eth1,cboe_csm_standard,Line 8,A,"Sumo Capital, LLC",233.103.126.71,10.10.128.3,Et18
