Server Name,Feed Name,Session Name,Channel,Customer,Multicast Group,Switch IP,Interface
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",A,Victory Networks,224.0.31.10,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Futures, 340",A,Victory Networks,224.0.31.106,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Options, 341",A,Victory Networks,224.0.31.107,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Equity Index Futures, 342",A,Victory Networks,224.0.31.108,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Equity Index Options, 343",A,Victory Networks,224.0.31.109,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Futures II, 320",A,Victory Networks,224.0.31.11,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Interest Rate Futures, 344",A,Victory Networks,224.0.31.110,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Interest Rate Options, 345",A,Victory Networks,224.0.31.111,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Futures II, 346",A,Victory Networks,224.0.31.112,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,not-found,not-found,not-found,Victory Networks,224.0.31.113,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Options II, 321",A,Victory Networks,224.0.31.12,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Emissions Futures, 380",A,Victory Networks,224.0.31.128,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Emissions Options, 381",A,Victory Networks,224.0.31.129,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",A,Victory Networks,224.0.31.130,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",A,Victory Networks,224.0.31.131,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Futures, 384",A,Victory Networks,224.0.31.132,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Options, 385",A,Victory Networks,224.0.31.133,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",A,Victory Networks,224.0.31.134,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Options, 387",A,Victory Networks,224.0.31.135,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Emissions Futures, 380",A,Victory Networks,224.0.31.149,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Emissions Options, 381",A,Victory Networks,224.0.31.150,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",A,Victory Networks,224.0.31.151,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",A,Victory Networks,224.0.31.152,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Futures, 384",A,Victory Networks,224.0.31.153,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Options, 385",A,Victory Networks,224.0.31.154,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",A,Victory Networks,224.0.31.155,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Options, 387",A,Victory Networks,224.0.31.156,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Emissions Futures, 380",A,Victory Networks,224.0.31.170,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Emissions Options, 381",A,Victory Networks,224.0.31.171,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",A,Victory Networks,224.0.31.172,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",A,Victory Networks,224.0.31.173,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Futures, 384",A,Victory Networks,224.0.31.174,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Options, 385",A,Victory Networks,224.0.31.175,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",A,Victory Networks,224.0.31.176,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Options, 387",A,Victory Networks,224.0.31.177,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"COMEX Globex Futures, 360",A,Victory Networks,224.0.31.192,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"COMEX Globex Options, 361",A,Victory Networks,224.0.31.193,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Options, 311",A,Victory Networks,224.0.31.2,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"COMEX Globex Futures, 360",A,Victory Networks,224.0.31.202,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"COMEX Globex Options, 361",A,Victory Networks,224.0.31.203,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"COMEX Globex Futures, 360",A,Victory Networks,224.0.31.212,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"COMEX Globex Options, 361",A,Victory Networks,224.0.31.213,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Futures, 310",A,Victory Networks,224.0.31.22,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Options, 311",A,Victory Networks,224.0.31.23,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Interest Rate Futures, 312",A,Victory Networks,224.0.31.24,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Interest Rate Options, 313",A,Victory Networks,224.0.31.25,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Futures, 314",A,Victory Networks,224.0.31.26,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Options, 315",A,Victory Networks,224.0.31.27,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Commodity Futures, 316",A,Victory Networks,224.0.31.28,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Commodity Options, 317",A,Victory Networks,224.0.31.29,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Interest Rate Futures, 312",A,Victory Networks,224.0.31.3,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,Victory Networks,224.0.31.30,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",A,Victory Networks,224.0.31.31,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Futures II, 320",A,Victory Networks,224.0.31.32,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Options II, 321",A,Victory Networks,224.0.31.33,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Interest Rate Options, 313",A,Victory Networks,224.0.31.4,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Futures, 310",A,Victory Networks,224.0.31.43,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Options, 311",A,Victory Networks,224.0.31.44,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Interest Rate Futures, 312",A,Victory Networks,224.0.31.45,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Interest Rate Options, 313",A,Victory Networks,224.0.31.46,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Futures, 314",A,Victory Networks,224.0.31.47,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Options, 315",A,Victory Networks,224.0.31.48,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Commodity Futures, 316",A,Victory Networks,224.0.31.49,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Futures, 314",A,Victory Networks,224.0.31.5,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Commodity Options, 317",A,Victory Networks,224.0.31.50,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,Victory Networks,224.0.31.51,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",A,Victory Networks,224.0.31.52,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Futures II, 320",A,Victory Networks,224.0.31.53,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Options II, 321",A,Victory Networks,224.0.31.54,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex FX Options, 315",A,Victory Networks,224.0.31.6,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Futures, 340",A,Victory Networks,224.0.31.64,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Options, 341",A,Victory Networks,224.0.31.65,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Equity Index Futures, 342",A,Victory Networks,224.0.31.66,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Equity Index Options, 343",A,Victory Networks,224.0.31.67,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Interest Rate Futures, 344",A,Victory Networks,224.0.31.68,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Interest Rate Options, 345",A,Victory Networks,224.0.31.69,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Commodity Futures, 316",A,Victory Networks,224.0.31.7,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Futures II, 346",A,Victory Networks,224.0.31.70,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Interest Rate Futures II, 348",A,Victory Networks,224.0.31.71,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Commodity Options, 317",A,Victory Networks,224.0.31.8,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Futures, 340",A,Victory Networks,224.0.31.85,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Options, 341",A,Victory Networks,224.0.31.86,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Equity Index Futures, 342",A,Victory Networks,224.0.31.87,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Equity Index Options, 343",A,Victory Networks,224.0.31.88,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Interest Rate Futures, 344",A,Victory Networks,224.0.31.89,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",A,Victory Networks,224.0.31.9,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Interest Rate Options, 345",A,Victory Networks,224.0.31.90,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,cme_globex30,"CBOT Globex Commodity Futures II, 346",A,Victory Networks,224.0.31.91,10.64.254.1,Et34
VN-DC3-PC-1-P4P1,not-found,not-found,not-found,Victory Networks,224.0.31.92,10.64.254.1,Et34
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Futures, 310",B,Victory Networks,224.0.32.1,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",B,Victory Networks,224.0.32.10,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Futures, 340",B,Victory Networks,224.0.32.106,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Options, 341",B,Victory Networks,224.0.32.107,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Equity Index Futures, 342",B,Victory Networks,224.0.32.108,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Equity Index Options, 343",B,Victory Networks,224.0.32.109,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Futures II, 320",B,Victory Networks,224.0.32.11,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Interest Rate Futures, 344",B,Victory Networks,224.0.32.110,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Interest Rate Options, 345",B,Victory Networks,224.0.32.111,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Futures II, 346",B,Victory Networks,224.0.32.112,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,not-found,not-found,not-found,Victory Networks,224.0.32.113,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Options II, 321",B,Victory Networks,224.0.32.12,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Emissions Futures, 380",B,Victory Networks,224.0.32.128,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Emissions Options, 381",B,Victory Networks,224.0.32.129,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",B,Victory Networks,224.0.32.130,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",B,Victory Networks,224.0.32.131,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Futures, 384",B,Victory Networks,224.0.32.132,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Options, 385",B,Victory Networks,224.0.32.133,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",B,Victory Networks,224.0.32.134,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Options, 387",B,Victory Networks,224.0.32.135,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Emissions Futures, 380",B,Victory Networks,224.0.32.149,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Emissions Options, 381",B,Victory Networks,224.0.32.150,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",B,Victory Networks,224.0.32.151,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",B,Victory Networks,224.0.32.152,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Futures, 384",B,Victory Networks,224.0.32.153,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Options, 385",B,Victory Networks,224.0.32.154,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",B,Victory Networks,224.0.32.155,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Options, 387",B,Victory Networks,224.0.32.156,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Emissions Futures, 380",B,Victory Networks,224.0.32.170,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Emissions Options, 381",B,Victory Networks,224.0.32.171,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Crude & Crude Refined Futures, 382",B,Victory Networks,224.0.32.172,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Crude & Crude Refined Options, 383",B,Victory Networks,224.0.32.173,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Futures, 384",B,Victory Networks,224.0.32.174,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Metals, Softs, & Alternative Market Options, 385",B,Victory Networks,224.0.32.175,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Futures, 386",B,Victory Networks,224.0.32.176,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"NYMEX Globex Nat Gas & other Non-Crude Energy Options, 387",B,Victory Networks,224.0.32.177,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"COMEX Globex Futures, 360",B,Victory Networks,224.0.32.192,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"COMEX Globex Options, 361",B,Victory Networks,224.0.32.193,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Options, 311",B,Victory Networks,224.0.32.2,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"COMEX Globex Futures, 360",B,Victory Networks,224.0.32.202,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"COMEX Globex Options, 361",B,Victory Networks,224.0.32.203,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"COMEX Globex Futures, 360",B,Victory Networks,224.0.32.212,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"COMEX Globex Options, 361",B,Victory Networks,224.0.32.213,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Futures, 310",B,Victory Networks,224.0.32.22,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Options, 311",B,Victory Networks,224.0.32.23,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Interest Rate Futures, 312",B,Victory Networks,224.0.32.24,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Interest Rate Options, 313",B,Victory Networks,224.0.32.25,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Futures, 314",B,Victory Networks,224.0.32.26,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Options, 315",B,Victory Networks,224.0.32.27,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Commodity Futures, 316",B,Victory Networks,224.0.32.28,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Commodity Options, 317",B,Victory Networks,224.0.32.29,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Interest Rate Futures, 312",B,Victory Networks,224.0.32.3,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",B,Victory Networks,224.0.32.30,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",B,Victory Networks,224.0.32.31,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Futures II, 320",B,Victory Networks,224.0.32.32,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Options II, 321",B,Victory Networks,224.0.32.33,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Interest Rate Options, 313",B,Victory Networks,224.0.32.4,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Futures, 310",B,Victory Networks,224.0.32.43,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Options, 311",B,Victory Networks,224.0.32.44,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Interest Rate Futures, 312",B,Victory Networks,224.0.32.45,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Interest Rate Options, 313",B,Victory Networks,224.0.32.46,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Futures, 314",B,Victory Networks,224.0.32.47,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Options, 315",B,Victory Networks,224.0.32.48,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Commodity Futures, 316",B,Victory Networks,224.0.32.49,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Futures, 314",B,Victory Networks,224.0.32.5,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Commodity Options, 317",B,Victory Networks,224.0.32.50,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",B,Victory Networks,224.0.32.51,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Options - excludes E-mini S&P 500, 319",B,Victory Networks,224.0.32.52,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Futures II, 320",B,Victory Networks,224.0.32.53,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Options II, 321",B,Victory Networks,224.0.32.54,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex FX Options, 315",B,Victory Networks,224.0.32.6,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Futures, 340",B,Victory Networks,224.0.32.64,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Options, 341",B,Victory Networks,224.0.32.65,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Equity Index Futures, 342",B,Victory Networks,224.0.32.66,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Equity Index Options, 343",B,Victory Networks,224.0.32.67,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Interest Rate Futures, 344",B,Victory Networks,224.0.32.68,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Interest Rate Options, 345",B,Victory Networks,224.0.32.69,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Commodity Futures, 316",B,Victory Networks,224.0.32.7,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Futures II, 346",B,Victory Networks,224.0.32.70,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Interest Rate Futures II, 348",B,Victory Networks,224.0.32.71,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Commodity Options, 317",B,Victory Networks,224.0.32.8,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Futures, 340",B,Victory Networks,224.0.32.85,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Options, 341",B,Victory Networks,224.0.32.86,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Equity Index Futures, 342",B,Victory Networks,224.0.32.87,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Equity Index Options, 343",B,Victory Networks,224.0.32.88,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Interest Rate Futures, 344",B,Victory Networks,224.0.32.89,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CME Globex Equity Futures - excludes E-mini S&P 500, 318",B,Victory Networks,224.0.32.9,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Interest Rate Options, 345",B,Victory Networks,224.0.32.90,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,cme_globex30,"CBOT Globex Commodity Futures II, 346",B,Victory Networks,224.0.32.91,10.64.254.2,Et35
VN-DC3-PC-1-P5P1-SPAN,not-found,not-found,not-found,Victory Networks,224.0.32.92,10.64.254.2,Et35
VN-NY4-CAP-2-eth6,xdp_arca_bbo,not-found,A,Victory Networks,224.0.59.100,10.75.128.9,Et15
VN-NY4-TP-6-p3p2,xdp_arca_bbo,not-found,A,Victory Networks,224.0.59.100,10.75.128.9,Et17
VN-NY4-CAP-2-eth6,xdp_arca_bbo,not-found,A,Victory Networks,224.0.59.101,10.75.128.9,Et15
VN-NY4-TP-6-p3p2,xdp_arca_bbo,not-found,A,Victory Networks,224.0.59.101,10.75.128.9,Et17
VN-NY4-TP-6-p3p1,xdp_arca_bbo,not-found,B,Victory Networks,224.0.59.228,10.75.128.4,Et28
VN-NY4-TP-6-p3p1,xdp_arca_bbo,not-found,B,Victory Networks,224.0.59.229,10.75.128.4,Et28
